☕央视广电,#genre#
湖北卫视,http://39.134.65.132/PLTV/88888888/224/3221225569/1.m3u8
湖北卫视,http://39.134.65.134/PLTV/88888888/224/3221225569/1.m3u8
湖北卫视,http://39.134.65.141/PLTV/88888888/224/3221225975/1.m3u8
黑龙江卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226327/index.m3u8?i
河北卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226406/index.m3u8?i
安徽卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226391/index.m3u8?i
安徽卫视,http://39.134.65.151/PLTV/88888888/224/3221225925/1.m3u8
安徽卫视,http://39.134.65.141/PLTV/88888888/224/3221225925/1.m3u8
安徽卫视,http://39.134.65.149/PLTV/88888888/224/3221225925/1.m3u8
安徽卫视,http://39.134.65.143/PLTV/88888888/224/3221225925/1.m3u8
东南卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226341/index.m3u8?i
江西卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226344/index.m3u8?i
重庆卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226409/index.m3u8?i
重庆卫视,http://39.134.65.147/PLTV/88888888/224/3221225963/1.m3u8
重庆卫视,http://39.134.65.145/PLTV/88888888/224/3221225963/1.m3u8
重庆卫视,http://39.134.65.130/PLTV/88888888/224/3221225963/1.m3u8
重庆卫视,http://39.134.65.151/PLTV/88888888/224/3221225963/1.m3u8
四川卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226338/index.m3u8?i
四川卫视,http://39.134.65.143/PLTV/88888888/224/3221225970/1.m3u8
四川卫视,http://39.134.65.141/PLTV/88888888/224/3221225970/1.m3u8
四川卫视,http://39.134.65.151/PLTV/88888888/224/3221225970/1.m3u8
四川卫视,http://39.134.65.130/PLTV/88888888/224/3221225970/1.m3u8
河南卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226480/index.m3u8?
贵州卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226474/index.m3u8?i
贵州卫视,http://39.134.65.151/PLTV/88888888/224/3221225974/1.m3u8
贵州卫视,http://39.134.65.141/PLTV/88888888/224/3221225974/1.m3u8
吉林卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226397/index.m3u8?i
吉林卫视,http://39.134.65.151/PLTV/88888888/224/3221225981/1.m3u8
吉林卫视,http://39.134.65.141/PLTV/88888888/224/3221225981/1.m3u8
吉林卫视,http://39.134.65.145/PLTV/88888888/224/3221225981/1.m3u8
海南卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226465/index.m3u8?i
山西卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221225624/index.m3u8?i
山西卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226392/index.m3u8?
山西卫视,http://39.134.65.130/PLTV/88888888/224/3221225496/1.m3u8
山西卫视,http://39.134.65.134/PLTV/88888888/224/3221225496/1.m3u8
山西卫视,http://39.134.65.151/PLTV/88888888/224/3221226009/1.m3u8
山西卫视,http://39.134.65.149/PLTV/88888888/224/3221226009/1.m3u8
辽宁卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221225619/index.m3u8?i
辽宁卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226254/index.m3u8?i
辽宁卫视,http://39.134.65.132/PLTV/88888888/224/3221225499/1.m3u8
辽宁卫视,http://39.134.65.145/PLTV/88888888/224/3221225499/1.m3u8
辽宁卫视,http://39.134.65.134/PLTV/88888888/224/3221225499/1.m3u8
辽宁卫视,http://39.134.65.147/PLTV/88888888/224/3221225499/1.m3u8
辽宁卫视,http://39.134.65.130/PLTV/88888888/224/3221225499/1.m3u8
辽宁卫视,http://39.134.65.141/PLTV/88888888/224/3221225499/1.m3u8
辽宁卫视,http://39.134.65.143/PLTV/88888888/224/3221225499/1.m3u8
安徽卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226498/index.m3u8?i
安徽卫视,http://39.134.65.141/PLTV/88888888/224/3221225923/1.m3u8
安徽卫视,http://39.134.65.145/PLTV/88888888/224/3221225923/1.m3u8
安徽卫视,http://39.134.65.151/PLTV/88888888/224/3221225923/1.m3u8
安徽卫视,http://39.134.65.143/PLTV/88888888/224/3221225923/1.m3u8
安徽卫视,http://39.134.65.149/PLTV/88888888/224/3221225923/1.m3u8
东南卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221225620/index.m3u8?i
东南卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226377/index.m3u8?
东南卫视,http://39.134.65.130/PLTV/88888888/224/3221225500/1.m3u8
东南卫视,http://39.134.65.134/PLTV/88888888/224/3221225500/1.m3u8
东南卫视,http://39.134.65.149/PLTV/88888888/224/3221226038/1.m3u8
东南卫视,http://39.134.65.151/PLTV/88888888/224/3221226038/1.m3u8
青海卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221225628/index.m3u8?i
青海卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226323/index.m3u8?
青海卫视,http://39.134.65.134/PLTV/88888888/224/3221225573/1.m3u8
青海卫视,http://39.134.65.132/PLTV/88888888/224/3221225573/1.m3u8
云南卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226444/index.m3u8?i
云南卫视,http://39.134.65.151/PLTV/88888888/224/3221225957/1.m3u8
云南卫视,http://39.134.65.147/PLTV/88888888/224/3221225957/1.m3u8
云南卫视,http://39.134.65.143/PLTV/88888888/224/3221225957/1.m3u8
云南卫视,http://39.134.65.149/PLTV/88888888/224/3221225957/1.m3u8
江西卫视,http://39.134.65.149/PLTV/88888888/224/3221225995/1.m3u8
河南卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226320/index.m3u8?i
河南卫视,http://39.134.65.149/PLTV/88888888/224/3221226023/1.m3u8
河南卫视,http://39.134.65.147/PLTV/88888888/224/3221226023/1.m3u8
河南卫视,http://39.134.65.151/PLTV/88888888/224/3221226023/1.m3u8
河南卫视,http://39.134.65.132/PLTV/88888888/224/3221226023/1.m3u8
河南卫视,http://39.134.65.141/PLTV/88888888/224/3221226023/1.m3u8
河南卫视,http://39.134.65.143/PLTV/88888888/224/3221226023/1.m3u8
河南卫视,http://39.134.65.130/PLTV/88888888/224/3221226023/1.m3u8
陕西卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221225625/index.m3u8?i
陕西卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226457/index.m3u8?
陕西卫视,http://39.134.65.130/PLTV/88888888/224/3221225567/1.m3u8
陕西卫视,http://39.134.65.132/PLTV/88888888/224/3221225567/1.m3u8
吉林卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226386/index.m3u8?i
吉林卫视,http://39.134.65.151/PLTV/88888888/224/3221226013/1.m3u8
吉林卫视,http://39.134.65.149/PLTV/88888888/224/3221226013/1.m3u8
广西卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226380/index.m3u8?i
广西卫视,http://39.134.65.141/PLTV/88888888/224/3221226024/1.m3u8
广西卫视,http://39.134.65.151/PLTV/88888888/224/3221226024/1.m3u8
广西卫视,http://39.134.65.149/PLTV/88888888/224/3221226024/1.m3u8
四川卫视,http://39.134.65.149/PLTV/88888888/224/3221226014/1.m3u8
宁夏卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226454/index.m3u8?i
宁夏卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221225632/index.m3u8?
宁夏卫视,http://39.134.65.130/PLTV/88888888/224/3221225579/1.m3u8
宁夏卫视,http://39.134.65.134/PLTV/88888888/224/3221225579/1.m3u8
甘肃卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221225633/index.m3u8?i
甘肃卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226522/index.m3u8?
甘肃卫视,http://39.134.65.134/PLTV/88888888/224/3221225584/1.m3u8
甘肃卫视,http://39.134.65.132/PLTV/88888888/224/3221225584/1.m3u8
重庆卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221225618/index.m3u8?i
重庆卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226463/index.m3u8?
重庆卫视,http://39.134.65.134/PLTV/88888888/224/3221225502/1.m3u8
重庆卫视,http://39.134.65.130/PLTV/88888888/224/3221225502/1.m3u8
重庆卫视,http://39.134.65.151/PLTV/88888888/224/3221226001/1.m3u8
重庆卫视,http://39.134.65.149/PLTV/88888888/224/3221226001/1.m3u8
重庆卫视,http://39.134.65.141/PLTV/88888888/224/3221226001/1.m3u8
海南卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221225639/index.m3u8?i
海南卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226445/index.m3u8?
海南卫视,http://39.134.65.132/PLTV/88888888/224/3221225530/1.m3u8
海南卫视,http://39.134.65.130/PLTV/88888888/224/3221225530/1.m3u8
海南卫视,http://39.134.65.149/PLTV/88888888/224/3221226026/1.m3u8
江苏卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226495/index.m3u8?i
江苏卫视,http://39.134.65.130/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视,http://39.134.65.149/PLTV/88888888/224/3221225929/1.m3u8
江苏卫视,http://39.134.65.151/PLTV/88888888/224/3221225929/1.m3u8
江苏卫视,http://39.134.65.143/PLTV/88888888/224/3221225929/1.m3u8
江苏卫视,http://39.134.65.134/PLTV/88888888/224/3221225929/1.m3u8
江苏卫视,http://39.134.65.141/PLTV/88888888/224/3221225929/1.m3u8
浙江卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226342/index.m3u8?i
浙江卫视,http://39.134.65.149/PLTV/88888888/224/3221225982/1.m3u8
浙江卫视,http://39.134.65.141/PLTV/88888888/224/3221225982/1.m3u8
东方卫视,http://39.134.65.149/PLTV/88888888/224/3221225942/1.m3u8
东方卫视,http://39.134.65.130/PLTV/88888888/224/3221225942/1.m3u8
东方卫视,http://39.134.65.141/PLTV/88888888/224/3221225942/1.m3u8
东方卫视,http://39.134.65.151/PLTV/88888888/224/3221225942/1.m3u8
北京卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226251/index.m3u8?
北京卫视,http://39.134.65.130/PLTV/88888888/224/3221225927/1.m3u8
山东卫视,http://39.134.65.149/PLTV/88888888/224/3221226034/1.m3u8
山东卫视,http://39.134.65.141/PLTV/88888888/224/3221226034/1.m3u8
山东卫视,http://39.134.65.132/PLTV/88888888/224/3221226034/1.m3u8
湖北卫视,http://39.134.65.151/PLTV/88888888/224/3221226015/1.m3u8
河北卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221225623/index.m3u8?
河北卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226448/index.m3u8?
河北卫视,http://39.134.65.132/PLTV/88888888/224/3221225495/1.m3u8
河北卫视,http://39.134.65.134/PLTV/88888888/224/3221225495/1.m3u8
河北卫视,http://39.134.65.151/PLTV/88888888/224/3221225991/1.m3u8
河北卫视,http://39.134.65.149/PLTV/88888888/224/3221225991/1.m3u8
贵州卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221225626/index.m3u8?
贵州卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226383/index.m3u8?
贵州卫视,http://39.134.65.130/PLTV/88888888/224/3221225576/1.m3u8
贵州卫视,http://39.134.65.132/PLTV/88888888/224/3221225576/1.m3u8
贵州卫视,http://39.134.65.149/PLTV/88888888/224/3221226030/1.m3u8
黑龙江卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226421/index.m3u8?i
黑龙江卫视,http://39.134.65.145/PLTV/88888888/224/3221226006/1.m3u8
黑龙江卫视,http://39.134.65.151/PLTV/88888888/224/3221226006/1.m3u8
黑龙江卫视,http://39.134.65.147/PLTV/88888888/224/3221226006/1.m3u8
黑龙江卫视,http://39.134.65.141/PLTV/88888888/224/3221226006/1.m3u8
黑龙江卫视,http://39.134.65.143/PLTV/88888888/224/3221226006/1.m3u8
黑龙江卫视,http://39.134.65.149/PLTV/88888888/224/3221226006/1.m3u8
贵州卫视,http://39.134.65.149:80/PLTV/88888888/224/3221225974/1653148920-1-1652757727.m3u8
吉林卫视,http://39.134.65.149:80/PLTV/88888888/224/3221225981/1653149014-1-1652757736.m3u8
河北卫视,http://39.134.65.181/PLTV/88888888/224/3221225961/1.m3u8
贵州卫视,http://39.134.65.181/PLTV/88888888/224/3221225974/1.m3u8
湖北卫视,http://39.134.65.181/PLTV/88888888/224/3221225975/1.m3u8
海南卫视,http://39.134.65.181/PLTV/88888888/224/3221225978/1.m3u8
吉林卫视,http://39.134.65.181/PLTV/88888888/224/3221225981/1.m3u8
河南卫视,http://39.134.65.181/PLTV/88888888/224/3221225988/1.m3u8
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8
安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221225950/1.m3u8
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225961/1.m3u8
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221225970/1.m3u8
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221225974/1.m3u8
湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221225975/1.m3u8
📡iTV央视,#genre#
CCTV1,http://111.29.9.34:6610/000000001000/1000000001000018602/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000018602
CCTV1,http://111.29.9.34:6610/000000001000/5000000004000002226/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000002226
CCTV1,http://111.29.9.34:6610/000000001000/1000000001000021973/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000021973
CCTV1,http://111.29.9.34:6610/000000001000/5000000010000030810/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000030810
CCTV2,http://111.29.9.34:6610/000000001000/5000000011000031101/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031101
CCTV2,http://111.29.9.34:6610/000000001000/1000000001000012442/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000012442
CCTV4,http://111.29.9.34:6610/000000001000/1000000002000031664/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000031664
CCTV5,http://111.29.9.34:6610/000000001000/1000000001000004794/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000004794
CCTV5,http://111.29.9.34:6610/000000001000/5000000001000026930/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000001000026930
CCTV5+,http://111.29.9.34:6610/000000001000/1000000001000020505/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000020505
CCTV6,http://111.29.9.34:6610/000000001000/1000000001000016466/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000016466
CCTV7,http://111.29.9.34:6610/000000001000/5000000011000031104/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031104
CCTV7,http://111.29.9.34:6610/000000001000/1000000001000017218/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000017218
CCTV9,http://111.29.9.34:6610/000000001000/1000000001000028286/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000028286
CCTV9,http://111.29.9.34:6610/000000001000/5000000010000018384/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000018384
CCTV10,http://111.29.9.34:6610/000000001000/5000000004000012827/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000012827
CCTV10,http://111.29.9.34:6610/000000001000/1000000001000026367/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000026367
CCTV10,http://111.29.9.34:6610/000000001000/5000000010000016738/index.m3u8?livemode=1&stbId=3&channel-id=bestzb&Contentid=5000000010000016738
CCTV11,http://111.29.9.34:6610/000000001000/1000000002000019789/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000019789
CCTV12,http://111.29.9.34:6610/000000001000/5000000011000031107/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031107
CCTV12,http://111.29.9.34:6610/000000001000/1000000001000001640/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000001640
CCTV14,http://111.29.9.34:6610/000000001000/5000000004000006673/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000006673
CCTV14,http://111.29.9.34:6610/000000001000/1000000001000021349/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000021349
CCTV14,http://111.29.9.34:6610/000000001000/5000000010000023358/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000023358
CCTV15,http://111.29.9.34:6610/000000001000/1000000002000008163/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000008163
CCTV16,http://111.29.9.34:6610/000000001000/1000000006000233001/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000233001
CCTV17,http://111.29.9.34:6610/000000001000/1000000005000056836/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000056836
CGTN,http://111.29.9.34:6610/000000001000/7745129417417101820/index.m3u8?livemode=1&stbId=test&channel-id=hnbblive&Contentid=7745129417417101820
CGTN纪录,http://111.29.9.34:6610/000000001000/7114647837765104058/index.m3u8?livemode=1&stbId=test&channel-id=hnbblive&Contentid=7114647837765104058
中国教育4,http://111.29.9.34:6610/000000001000/5000000011000031126/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031126
中国教育1,http://111.29.9.34:6610/000000001000/5000000002000002652/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000002000002652
📡iTV卫视,#genre#
北京纪实科教,http://111.29.9.34:6610/000000001000/1000000001000001910/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000001910
北京纪实科教,http://111.29.9.34:6610/000000001000/2000000002000000065/index.m3u8?livemode=1&stbId=10&channel-id=hnbblive&Contentid=2000000002000000065
北京纪实科教,http://111.29.9.34:6610/000000001000/2000000003000000026/index.m3u8?livemode=1&stbId=10&channel-id=hnbblive&Contentid=2000000003000000026
北京纪实科教,http://111.29.9.34:6610/000000001000/1000000001000028380/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000028380
东方卫视,http://111.29.9.34:6610/000000001000/5000000004000014098/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000014098
东方卫视,http://111.29.9.34:6610/000000001000/1000000001000030202/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000030202
东方卫视,http://111.29.9.34:6610/000000001000/5000000010000032246/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000032246
湖南卫视,http://111.29.9.34:6610/000000001000/5000000004000006692/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000006692
湖南卫视,http://111.29.9.34:6610/000000001000/1000000001000009115/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000009115
湖南卫视,http://111.29.9.34:6610/000000001000/5000000010000030452/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000030452
浙江卫视,http://111.29.9.34:6610/000000001000/1000000001000014260/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000014260
浙江卫视,http://111.29.9.34:6610/000000001000/1000000001000009806/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000009806
浙江卫视,http://111.29.9.34:6610/000000001000/5000000010000017320/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000017320
深圳卫视,http://111.29.9.34:6610/000000001000/5000000004000007410/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000007410
深圳卫视,http://111.29.9.34:6610/000000001000/1000000001000011645/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000011645
广东卫视,http://111.29.9.34:6610/000000001000/5000000004000014694/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000014694
广东卫视,http://111.29.9.34:6610/000000001000/1000000001000028357/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000028357
四川卫视,http://111.29.9.34:6610/000000001000/1000000002000016825/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000016825
天津卫视,http://111.29.9.34:6610/000000001000/5000000004000006827/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000006827
天津卫视,http://111.29.9.34:6610/000000001000/1000000001000000831/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000000831
天津卫视,http://111.29.9.34:6610/000000001000/5000000001000030788/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000001000030788
安徽卫视,http://111.29.9.34:6610/000000001000/1000000001000030159/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000030159
安徽卫视,http://111.29.9.34:6610/000000001000/1000000001000020780/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000020780
安徽卫视,http://111.29.9.34:6610/000000001000/5000000004000023002/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000023002
山东卫视,http://111.29.9.34:6610/000000001000/1000000001000016568/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000016568
山东卫视,http://111.29.9.34:6610/000000001000/1000000001000012807/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000012807
山东卫视,http://111.29.9.34:6610/000000001000/5000000004000020424/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000020424
广西卫视,http://111.29.9.34:6610/000000001000/1000000002000019837/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000019837
江西卫视,http://111.29.9.34:6610/000000001000/5000000004000011210/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000011210
江西卫视,http://111.29.9.34:6610/000000001000/1000000001000013731/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000013731
河北卫视,http://111.29.9.34:6610/000000001000/1000000002000017118/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000017118
甘肃卫视,http://111.29.9.34:6610/000000001000/1000000002000017827/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000017827
贵州卫视,http://111.29.9.34:6610/000000001000/1000000002000003169/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000003169
辽宁卫视,http://111.29.9.34:6610/000000001000/5000000004000011671/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000011671
辽宁卫视,http://111.29.9.34:6610/000000001000/1000000002000024033/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000024033
东南卫视,http://111.29.9.34:6610/000000001000/1000000002000009263/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000009263
云南卫视,http://111.29.9.34:6610/000000001000/1000000002000024694/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000024694
重庆卫视,http://111.29.9.34:6610/000000001000/5000000004000025797/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000025797
重庆卫视,http://111.29.9.34:6610/000000001000/1000000002000018937/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000018937
黑龙江卫视,http://111.29.9.34:6610/000000001000/5000000004000025203/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000025203
黑龙江卫视,http://111.29.9.34:6610/000000001000/1000000001000009082/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000009082
🌴央视频道,#genre#
CCTV1,http://111.29.9.33:6610/000000001000/1000000001000021973/index.m3u8?channel-id=bestzb&Contentid=1000000001000021973&livemode=1&stbId=3
CCTV2,http://111.29.9.33:6610/000000001000/1000000001000012442/index.m3u8?channel-id=bestzb&Contentid=1000000001000012442&livemode=1&stbId=3
CCTV3,http://111.29.9.33:6610/000000001000/1000000001000011218/index.m3u8?channel-id=bestzb&Contentid=1000000001000011218&livemode=1&stbId=3
CCTV4,http://111.29.9.33:6610/000000001000/1000000002000031664/index.m3u8?channel-id=bestzb&Contentid=1000000002000031664&livemode=1&stbId=3
CCTV5+,http://111.29.9.33:6610/000000001000/1000000001000020505/index.m3u8?channel-id=bestzb&Contentid=1000000001000020505&livemode=1&stbId=3
CCTV5,http://111.29.9.33:6610/000000001000/1000000001000004794/index.m3u8?channel-id=bestzb&Contentid=1000000001000004794&livemode=1&stbId=3
CCTV6,http://111.29.9.33:6610/000000001000/1000000001000016466/index.m3u8?channel-id=bestzb&Contentid=1000000001000016466&livemode=1&stbId=3
CCTV7,http://111.29.9.33:6610/000000001000/1000000001000017218/index.m3u8?channel-id=bestzb&Contentid=1000000001000017218&livemode=1&stbId=3
CCTV8,http://111.29.9.33:6610/000000001000/1000000001000003736/index.m3u8?channel-id=bestzb&Contentid=1000000001000003736&livemode=1&stbId=3
CCTV9,http://111.29.9.33:6610/000000001000/1000000001000014583/index.m3u8?channel-id=bestzb&Contentid=1000000001000014583&livemode=1&stbId=3
CCTV10,http://111.29.9.33:6610/000000001000/1000000001000023734/index.m3u8?channel-id=bestzb&Contentid=1000000001000023734&livemode=1&stbId=3
CCTV11,http://111.29.9.33:6610/000000001000/1000000002000019789/index.m3u8?channel-id=bestzb&Contentid=1000000002000019789&livemode=1&stbId=3
CCTV12,http://111.29.9.33:6610/000000001000/1000000001000001640/index.m3u8?channel-id=bestzb&Contentid=1000000001000001640&livemode=1&stbId=3
CCTV13,http://111.29.9.33:6610/000000001000/1000000002000021303/index.m3u8?channel-id=bestzb&Contentid=1000000002000021303&livemode=1&stbId=3
CCTV14,http://111.29.9.33:6610/000000001000/1000000001000008170/index.m3u8?channel-id=bestzb&Contentid=1000000001000008170&livemode=1&stbId=3
CCTV15,http://111.29.9.33:6610/000000001000/1000000002000008163/index.m3u8?channel-id=bestzb&Contentid=1000000002000008163&livemode=1&stbId=3
CCTV17,http://111.29.9.33:6610/000000001000/1000000005000056836/index.m3u8?channel-id=bestzb&Contentid=1000000005000056836&livemode=1&stbId=3
🌴卫视频道,#genre#
黑龙江卫视,http://111.29.9.33:6610/000000001000/1000000001000001925/index.m3u8?channel-id=bestzb&Contentid=1000000001000001925&livemode=1&stbId=3
贵州卫视,http://111.29.9.33:6610/000000001000/1000000002000003169/index.m3u8?channel-id=bestzb&Contentid=1000000002000003169&livemode=1&stbId=3
河北卫视,http://111.29.9.33:6610/000000001000/1000000002000017118/index.m3u8?channel-id=bestzb&Contentid=1000000002000017118&livemode=1&stbId=3
北京卫视,http://111.29.9.33:6610/000000001000/1000000001000017156/index.m3u8?channel-id=bestzb&Contentid=1000000001000017156&livemode=1&stbId=3
东方卫视,http://111.29.9.33:6610/000000001000/1000000001000005866/index.m3u8?channel-id=bestzb&Contentid=1000000001000005866&livemode=1&stbId=3
天津卫视,http://111.29.9.33:6610/000000001000/1000000001000000831/index.m3u8?channel-id=bestzb&Contentid=1000000001000000831&livemode=1&stbId=3
